date,Singapore,Republic of Korea,Japan,Malaysia,Australia,Viet Nam,Philippines,Cambodia,Thailand,India,Nepal,Sri Lanka,United States of America,Canada,Germany,France,The United Kingdom,Italy,Russian Federation,Spain,Belgium,Finland,Sweden,United Arab Emirates,Egypt,Iran,Israel,Lebanon,Kuwait,Afghanistan,Bahrain,Iraq,Oman,Algeria,Austria,Croatia,Switzerland,Brazil,Denmark,Estonia,Georgia,Greece,Norway,Pakistan,Romania,North Macedonia,Belarus,Lithuania,Netherlands,New Zealand,Nigeria,Mexico,San Marino,Azerbaijan,Ecuador,Ireland,Monaco,Qatar,Armenia,Czechia,Dominican Republic,Luxembourg,Iceland,Indonesia,Andorra,Jordan,Latvia,Morocco,Portugal,Saudi Arabia,Senegal,Tunisia,Argentina,Chile,Poland,Ukraine,Bosnia and Herzegovina,Gibraltar,Hungary,Slovenia,Liechtenstein,Saint Martin,Bhutan,Cameroon,Serbia,South Africa,Colombia,Peru,Slovakia,Togo,Bulgaria,Costa Rica,Faroe Islands,Maldives,Malta,Republic of Moldova,Bangladesh,Albania,Paraguay,Brunei Darussalam,Mongolia,Cyprus,Panama,Bolivia,Jamaica,Burkina Faso,Democratic Republic of the Congo,French Polynesia,Turkey,Honduras,Cote d lvoire,Saint Vincent and the Grenadines,Cuba,Guyana,Sudan,Puerto Rico,Venezuela,Antigua and Barbuda,Trinidad and Tobago,Cayman Islands,Ethiopia,Gabon,Ghana,Guinea,Kenya,Central African Republic,Congo,Curacao,Equatorial Guinea,Eswatini,Guatemala,Kazakhstan,Mauritania,Namibia,Rwanda,Saint Lucia,Seychelles,Suriname,Uruguay,Uzbekistan,Aruba,Bahamas,Benin,Guam,Liberia,Somalia,United Republic of Tanzania,United States Virgin Islands,Barbados,Djibouti,Gambia,Greenland,Kyrgyzstan,Mauritius,Montenegro,Zambia,Bermuda,Chad,El Salvador,Fiji,New Caledonia,Nicaragua,Niger,Sint Maarten
29-Aug-20,51,299,841,11,99,2,3618,0,0,78761,1221,17,46636,510,785,9349,1108,1444,4980,11951,195,19,179,427,212,1905,909,662,646,0,278,3834,0,379,394,312,215,43412,82,20,7,177,84,264,1365,130,177,36,503,2,250,6337,0,142,0,141,5,211,124,320,336,44,5,2858,0,24,6,1567,374,987,72,113,11717,2037,759,2096,336,2,158,37,1,15,29,0,75,2419,8498,7964,34,49,99,1193,0,89,15,500,1897,84,584,0,0,2,642,1280,141,0,0,0,8279,1141,191,0,59,40,0,562,981,0,65,0,1514,37,108,0,164,0,0,0,0,49,758,669,0,210,101,0,0,55,5,350,0,37,0,60,13,35,0,43,1,2,0,0,108,0,71,123,0,0,122,0,0,0,2,0
30-Aug-20,54,248,601,17,123,0,4265,1,1,78512,899,37,40801,315,610,8572,1715,1365,4993,6870,117,18,131,362,230,1754,1100,595,412,19,183,3731,539,364,237,262,144,41350,103,10,18,157,42,213,952,37,164,15,506,9,138,3167,6,188,0,42,1,168,31,275,509,48,2,2743,0,73,12,1343,320,910,100,118,9230,1965,631,2141,243,1,292,31,0,0,1,0,83,2505,9394,9474,41,6,26,1214,0,137,21,296,2174,101,600,0,0,4,713,945,102,11,0,45,8212,835,55,0,48,4,0,298,1067,0,106,0,1468,0,256,120,263,0,0,0,0,51,233,167,10,249,177,0,0,106,14,348,0,78,0,0,0,0,0,11,7,0,0,0,78,9,89,123,1,4,98,0,0,0,0,0
31-Aug-20,41,235,527,6,76,4,3404,0,5,69921,1069,43,36556,267,1218,8987,1406,996,4729,5179,634,48,48,541,212,1642,2171,438,473,34,398,3757,178,348,223,146,347,16158,118,2,23,183,50,300,755,11,156,27,526,14,143,2245,0,135,0,53,7,203,97,256,480,4,5,2775,52,68,3,1191,244,951,55,160,7187,1752,502,2088,171,10,178,18,0,0,2,267,41,1985,8024,7731,72,0,76,847,0,199,26,220,1950,133,631,0,0,1,728,614,244,0,103,46,8317,529,0,0,59,50,0,351,922,0,44,0,1009,28,0,38,144,11,0,13,0,16,162,87,26,185,43,0,4,55,15,343,149,32,0,48,2,0,0,5,0,2,166,0,60,1,40,72,0,1,94,0,0,0,1,19
1-Sep-20,40,267,609,14,73,0,3441,0,8,78357,1120,9,38980,1008,1256,9539,1295,978,4952,6639,565,29,162,574,176,1682,2255,459,702,47,468,3404,206,339,222,145,364,45961,198,20,38,207,148,441,1053,114,119,34,467,5,239,7044,0,126,0,217,2,216,197,497,264,24,11,3075,8,63,8,1191,231,898,44,233,9309,1419,550,2495,270,3,118,41,0,0,0,51,76,1218,7230,4871,53,4,0,741,0,137,21,288,2582,93,557,0,3,2,917,630,102,2,7,23,8302,840,155,0,33,72,0,222,860,0,46,0,1173,0,0,70,114,0,649,1,24,41,819,99,27,142,79,0,0,25,10,376,9,50,49,52,0,0,0,5,1,0,66,0,78,0,88,284,3,4,91,1,0,114,0,13
2-Sep-20,8,195,598,6,104,2,2194,0,2,83883,1228,10,38861,477,1311,9818,1508,1326,4995,10464,574,26,171,735,165,1858,3194,598,667,45,367,3946,0,325,286,311,417,42659,155,20,20,233,115,424,1298,145,179,24,720,2,216,7155,0,143,0,89,2,212,196,645,648,48,4,3622,15,64,2,1672,390,816,88,198,10504,1594,595,2430,283,2,365,55,0,0,0,0,99,2336,8901,5092,121,16,188,897,0,141,34,532,2158,122,676,0,2,5,570,669,224,5,10,26,8326,755,0,1,61,67,0,582,1028,0,66,0,1105,5,255,0,178,1,0,2,0,50,751,659,14,152,76,0,0,55,16,170,98,59,0,47,0,0,0,4,2,0,38,0,99,0,72,34,0,0,84,0,0,0,0,6
3-Sep-20,48,198,669,14,126,0,1987,0,4,83341,1359,4,44094,498,1453,3693,1735,1397,5110,10712,677,36,213,614,145,1994,2664,588,900,0,626,4755,452,311,429,369,438,46934,192,26,28,241,101,498,1365,162,161,36,599,5,125,6921,0,154,0,95,1,214,190,675,1002,60,6,3269,9,72,4,1402,418,833,83,148,10933,1762,612,2723,287,5,301,53,0,26,1,144,95,2420,9270,6308,137,27,163,1121,1,80,19,632,1929,116,800,1,0,3,532,661,140,3,0,36,8372,757,58,0,88,9,0,195,1127,1,102,0,804,0,253,100,212,17,0,4,0,52,714,570,17,238,37,0,0,60,15,363,107,61,0,74,1,0,0,1,1,0,34,0,92,0,125,108,0,1,96,2,3,0,1,13
4-Sep-20,40,168,608,11,87,3,3638,0,7,86432,1041,6,45220,570,1378,1355,1940,1733,5205,10958,728,42,286,612,157,2026,2623,527,865,16,662,5036,0,304,366,334,427,43773,199,15,25,202,125,513,1339,109,183,52,743,3,155,6300,0,167,0,98,4,217,188,797,0,43,3,3128,7,68,6,1750,406,822,55,234,12026,1968,691,2836,338,3,459,47,0,0,0,0,96,2063,8235,6708,226,0,158,1153,1,125,30,534,1950,123,821,0,4,0,830,853,73,8,35,36,8342,632,47,0,52,19,218,43,994,0,89,0,1303,63,64,70,179,0,0,3,7,60,682,501,20,241,49,0,0,66,10,266,81,49,19,59,0,22,0,6,0,0,19,0,89,0,123,116,2,5,99,0,0,0,0,9
5-Sep-20,34,167,543,6,71,0,2485,0,6,90632,980,2,50831,631,988,12099,1813,1694,5195,13186,322,22,262,705,130,1894,1504,531,720,94,676,4644,0,298,380,311,295,51194,197,34,29,187,119,484,1269,127,178,25,649,5,162,6041,0,132,0,231,0,227,134,504,2147,42,3,3444,0,52,9,1555,486,791,0,265,10684,1965,567,2107,297,7,510,43,0,0,2,0,77,1806,8488,6703,88,0,179,1222,0,98,25,567,1592,135,695,0,0,9,682,799,68,22,0,26,8403,640,61,0,32,15,30,251,1096,0,112,0,950,0,0,73,136,0,0,0,0,39,441,499,8,191,45,0,0,37,17,307,0,90,0,52,0,30,0,17,1,0,0,0,87,0,154,70,1,11,107,0,0,0,0,0
6-Sep-20,40,119,437,6,72,0,2818,0,1,90802,979,0,41450,371,814,11553,2988,1297,5185,7879,155,33,171,513,151,1992,2175,415,619,96,644,3651,692,293,217,225,170,30168,222,25,34,144,73,394,1150,92,196,17,920,4,100,2906,0,161,0,138,1,231,62,410,557,53,4,2880,0,58,3,2234,315,895,106,83,9924,2076,437,2174,121,7,495,43,0,0,3,0,56,1633,8394,6854,22,14,96,1240,0,83,37,324,2202,153,1217,0,0,2,709,661,60,39,61,18,8308,554,319,0,11,43,0,41,1192,0,92,0,1206,0,0,76,83,0,239,0,0,34,202,199,8,171,25,0,0,68,16,299,0,0,0,0,0,0,0,14,1,1,76,0,55,0,139,67,0,5,102,0,0,0,0,0
7-Sep-20,22,136,378,62,43,0,1362,0,1,75809,902,17,33725,400,1499,11245,2948,1108,5099,5489,918,45,67,470,178,2152,3386,400,805,26,661,4314,256,289,367,117,467,14521,295,16,45,156,60,330,883,37,172,28,795,6,155,2098,0,137,1003,102,5,253,108,561,565,10,7,3046,46,67,1,1386,249,629,0,293,6986,1764,302,2411,100,3,576,25,0,0,1,244,36,845,8065,6275,91,31,96,1027,0,74,23,258,1892,151,615,0,0,1,738,528,79,5,23,35,8433,412,113,0,43,9,33,842,1124,0,20,0,976,7,0,18,102,0,24,14,13,31,145,80,22,125,35,0,0,26,10,332,157,70,0,1,5,0,0,9,0,0,0,0,68,0,87,60,0,1,105,0,0,0,1,7
8-Sep-20,47,156,492,100,52,5,3281,0,1,89706,1081,7,24995,247,1176,11028,2460,1370,5218,7030,871,57,185,644,187,2302,3487,498,857,24,702,4894,262,285,396,204,387,10273,327,32,44,169,132,426,1136,99,177,37,968,6,296,6428,0,89,665,307,3,231,199,1161,233,14,5,3307,0,103,3,1941,388,781,27,465,9215,1267,400,2551,301,0,341,43,1,0,0,0,53,1079,5327,1598,161,5,167,833,1,93,63,501,1827,147,867,0,0,1,535,835,80,11,59,47,8491,50,77,1,25,92,0,129,1061,0,93,0,1136,0,235,32,151,7,0,15,0,20,893,433,0,118,30,0,0,14,14,450,33,39,29,41,0,0,0,1,1,0,79,0,87,1,248,116,0,5,98,1,0,104,0,5
9-Sep-20,75,155,495,24,91,5,3139,0,7,95735,1246,8,28075,1606,1892,11002,2659,1434,5363,11949,1024,55,236,883,175,2313,3992,553,838,28,672,4243,349,278,552,341,462,14279,293,22,57,248,113,196,1271,67,194,44,1140,4,176,6629,0,139,1409,84,5,267,174,1158,806,48,5,3861,40,78,11,2157,646,775,88,377,12027,1486,421,2582,297,5,411,79,0,0,4,0,84,1990,7665,4615,178,35,122,1117,1,66,42,588,1892,151,861,0,0,3,829,704,140,3,32,37,8403,404,37,0,82,53,0,3,1213,0,146,0,916,13,0,37,104,0,0,9,5,32,901,523,38,180,21,1,0,59,19,603,107,72,0,45,0,9,0,0,0,3,18,0,71,0,172,160,2,3,91,0,0,0,0,11
10-Sep-20,63,176,680,45,48,0,3798,0,7,96551,1454,14,35113,546,1484,4338,2919,1597,5504,12784,1143,54,314,930,154,2063,4158,560,740,34,757,4597,398,272,691,291,507,35816,367,15,87,372,124,516,1380,121,189,49,837,1,197,6065,1,175,1040,196,4,206,177,1383,779,65,1,3737,0,80,5,1889,585,708,48,376,12259,1642,506,3144,286,2,476,78,0,17,3,161,58,2007,7338,6586,186,9,163,1327,1,90,43,560,1792,156,812,0,0,3,635,1037,114,10,19,74,8242,379,54,0,92,90,46,772,1188,0,170,2,878,0,301,61,143,11,22,0,0,58,684,430,20,148,19,0,0,28,29,767,141,64,0,88,0,5,0,6,0,3,37,0,77,4,140,102,0,3,86,0,0,0,0,3
11-Sep-20,86,136,643,182,52,1,4008,0,5,97570,1201,26,38654,630,1630,1422,3539,1616,5488,12987,1284,58,254,931,151,2313,3971,546,653,35,632,4254,0,264,599,190,533,40557,346,32,158,287,132,584,1391,141,193,60,1271,2,188,5707,0,142,0,211,3,235,172,1442,516,70,1,3806,43,206,11,2430,687,687,43,0,11905,1866,594,3103,290,1,718,108,2,0,3,0,92,1960,7813,7291,201,11,201,1325,0,62,27,479,1282,161,605,0,1,3,673,860,74,10,18,22,8401,205,0,0,42,47,16,302,1072,0,114,1,789,22,75,33,190,2,0,19,6,31,703,375,44,181,55,0,0,30,18,571,89,93,0,17,0,0,0,4,0,0,32,0,67,0,169,109,0,30,85,0,0,0,0,0
12-Sep-20,42,121,674,58,42,0,4931,1,7,94372,1039,39,44246,702,948,13816,3497,1501,5449,14402,617,40,291,1007,148,2139,2716,686,736,75,747,4106,0,255,930,261,266,43718,301,23,152,302,119,526,1311,139,191,55,1222,2,160,5506,0,163,1526,159,1,236,187,1537,0,35,2,3636,0,117,5,2238,497,643,0,747,11507,2131,603,2476,305,0,916,105,0,0,1,158,72,1816,7424,6603,79,7,92,1420,2,121,78,531,1476,164,881,0,0,3,615,967,0,13,24,67,8239,247,118,2,60,13,0,511,840,0,115,0,521,0,46,41,170,0,21,0,0,25,649,420,8,167,31,0,0,52,14,544,0,60,0,28,0,0,0,10,0,0,14,0,53,0,140,143,0,2,78,0,0,0,0,0
13-Sep-20,49,109,439,47,44,3,3326,0,2,92071,1170,28,40041,515,927,13447,3330,1458,5509,8308,301,45,206,640,153,2089,3171,641,553,56,721,3531,1409,0,415,165,238,33523,296,21,165,207,67,539,1109,97,198,15,1087,1,79,2815,0,135,3862,255,2,217,107,791,1428,44,3,3141,0,252,10,2251,673,601,0,241,10776,2082,502,2462,328,4,484,99,0,0,1,61,108,1579,6876,6162,48,17,27,1485,5,70,53,264,1812,168,812,0,0,3,711,810,260,0,5,35,8257,1087,0,0,31,49,0,288,967,0,127,0,413,0,0,25,194,0,0,0,0,25,251,129,2,115,26,0,0,50,7,578,0,54,25,0,0,13,0,9,1,1,29,0,47,1,351,73,0,1,77,0,0,0,0,0
14-Sep-20,48,106,301,31,41,0,4674,0,5,83809,1459,9,32678,518,1407,13185,2621,1008,5529,6400,1724,59,106,777,168,2619,4804,547,708,43,658,4169,476,489,414,65,504,14768,380,22,170,180,78,404,692,36,187,28,1297,3,132,1918,0,155,317,208,6,235,150,1028,450,6,7,3507,94,214,3,1517,613,607,113,477,9056,1685,377,2905,168,3,844,47,0,0,0,43,29,956,7355,6787,188,6,143,970,0,85,49,229,1724,167,493,0,0,8,704,809,162,193,0,44,8446,653,26,0,42,41,3,187,1939,0,72,0,485,11,0,16,48,23,0,22,4,29,263,73,19,99,11,0,0,3,28,572,227,46,0,36,0,0,0,1,2,1,0,0,71,0,348,181,0,1,81,0,0,0,0,19
15-Sep-20,34,113,490,23,46,0,3544,0,10,90123,1539,0,34558,1351,1901,13600,3103,1229,5670,8187,1628,53,220,674,163,2705,5528,592,829,40,678,4224,438,238,820,151,457,15155,435,24,196,310,104,665,1111,98,192,60,1376,1,90,6273,0,76,642,357,1,239,257,1676,693,40,15,3963,0,149,5,2121,425,672,223,470,9909,1550,605,2958,294,0,1307,83,0,74,0,32,74,772,5573,4241,92,17,155,937,5,99,106,527,1615,152,670,0,0,6,459,828,109,25,11,36,8472,831,87,0,77,31,0,0,0,0,92,0,700,0,221,50,96,0,0,12,0,24,512,472,24,83,22,0,3,29,4,584,14,34,13,39,16,1,0,4,0,0,35,0,73,3,334,99,0,2,79,0,0,102,2,0
16-Sep-20,26,153,561,62,41,0,3507,0,0,97894,1246,5,36732,793,2194,12639,3991,1452,5762,13805,1943,58,292,842,160,2981,4568,634,698,17,841,4357,536,232,723,280,516,36653,549,34,179,312,133,545,1713,163,211,62,1537,7,126,4372,4,114,1972,254,3,235,295,2133,718,110,22,3635,45,175,4,1692,605,621,39,540,11892,1304,600,3584,282,4,710,123,1,0,6,0,102,1923,6698,4160,161,13,174,777,0,67,35,627,1593,144,811,0,0,8,628,667,122,16,13,55,8501,0,32,0,73,74,0,0,1086,0,110,0,738,24,0,43,0,10,46,23,0,27,240,335,13,63,10,0,0,14,15,609,92,24,0,47,0,0,0,7,1,3,33,0,81,0,174,68,0,3,75,0,0,0,0,0
17-Sep-20,18,126,485,21,34,3,3355,0,7,96424,2020,5,44336,944,1916,5078,3395,1585,5905,14013,1750,85,330,786,141,2815,5378,685,825,11,705,4326,557,228,854,250,499,36820,516,22,182,359,137,752,1679,186,224,92,1739,0,131,2251,0,141,732,240,5,244,239,3125,615,146,23,3891,0,279,8,2488,770,593,50,626,11674,1863,837,3228,394,6,941,104,0,0,6,0,82,2128,7787,6380,235,10,154,1378,1,74,38,622,1541,132,1121,0,0,10,634,586,210,15,28,34,8378,1040,26,0,57,26,20,0,761,0,43,0,689,0,59,0,275,4,0,18,2,36,740,320,14,114,19,0,1,20,29,609,176,55,0,32,6,0,0,6,1,2,12,0,91,1,202,41,1,25,86,0,0,0,0,8
18-Sep-20,11,110,579,95,48,2,3257,0,3,93337,1204,2,44712,1120,2297,1674,4322,1907,6065,13770,1709,77,389,865,131,3049,5333,750,704,36,690,4305,0,219,806,234,445,36303,475,36,187,339,117,645,1527,143,243,95,1955,2,221,6416,0,119,0,253,5,224,244,2108,596,177,74,4168,81,213,4,2760,780,576,27,0,12701,1677,757,3240,292,3,809,137,1,0,1,128,62,2055,7568,5698,290,22,189,1302,1,81,65,665,1567,125,694,0,0,7,672,547,197,19,14,47,8501,460,42,0,71,43,0,0,868,0,176,0,602,18,143,77,148,0,6,0,0,24,680,300,15,129,18,0,0,26,20,640,54,90,0,29,1,0,0,4,0,2,19,0,91,1,201,96,0,32,97,0,0,0,2,8
19-Sep-20,15,82,584,20,24,0,3905,0,6,92605,1325,4,47738,1044,1345,15608,4422,1638,6148,16725,894,64,437,809,128,2845,3809,779,521,125,620,3907,0,210,874,212,284,39797,416,61,196,249,94,640,1333,140,231,83,1892,4,189,5614,0,117,3363,274,1,229,277,2045,968,85,39,3989,0,196,17,2552,849,551,43,996,11945,1847,1002,2966,320,3,1070,113,1,0,2,0,83,2029,6526,6314,131,0,86,1556,1,75,32,688,1544,153,1014,0,0,15,741,632,187,30,32,47,8268,491,0,0,51,75,0,0,890,0,227,0,616,0,20,55,105,7,0,0,0,30,808,335,4,85,0,0,0,20,14,601,0,0,0,43,1,11,0,0,0,0,0,0,81,0,233,0,0,2,82,0,0,0,0,0
20-Sep-20,18,70,483,52,13,0,3284,0,0,86961,1154,12,42277,863,922,14223,3899,1587,6196,8325,461,74,279,674,115,3097,2576,1006,385,30,540,3438,1722,203,667,197,200,33057,408,49,193,170,58,633,1231,178,213,41,1844,0,97,2822,0,148,799,396,1,230,121,984,589,103,32,4176,0,239,10,1927,552,483,26,528,9276,1600,910,2675,212,4,876,111,1,0,0,167,68,1555,7927,6453,79,26,44,1338,3,46,46,260,1705,159,888,0,1,20,722,419,230,19,27,35,8249,532,69,0,36,66,21,0,775,1,127,0,689,0,127,39,152,0,16,0,0,24,292,107,3,85,40,0,0,18,14,554,0,138,0,0,1,41,0,27,0,0,22,0,55,0,284,107,2,2,125,0,0,0,1,0
21-Sep-20,30,61,298,57,14,0,3439,0,5,75083,1356,14,34217,875,1821,12752,4368,1350,6215,5853,2202,120,133,679,126,3341,3869,684,530,22,713,3821,576,197,471,70,395,16389,535,17,218,453,77,582,808,45,224,47,2211,0,195,1865,0,146,292,188,2,228,115,1477,494,10,37,4071,117,266,1,1376,623,492,24,0,8431,1194,748,2884,92,0,633,50,1,0,0,0,30,725,6678,6030,175,3,151,1187,3,48,38,200,1557,150,505,0,0,3,602,206,155,80,4,41,8473,473,51,0,50,101,2,0,707,0,64,1,889,8,0,19,98,9,0,72,0,13,237,87,16,149,11,0,0,14,13,702,169,55,14,30,0,23,0,0,4,1,14,0,71,0,238,44,0,2,245,0,0,0,6,19
22-Sep-20,21,110,330,82,30,0,1604,0,3,83347,1172,11,41619,1766,1769,11635,4926,1392,6431,8018,2074,110,266,852,113,3712,7018,851,719,49,650,4724,660,191,582,144,426,13439,587,35,227,346,163,532,1059,87,206,129,2237,4,176,6323,0,92,932,334,2,313,210,2387,486,99,58,4465,0,634,34,2227,463,552,21,1219,8782,1055,711,3497,216,0,951,88,1,0,0,92,61,1346,5359,4001,338,14,109,703,10,67,42,650,1666,131,740,0,1,15,607,310,127,0,4,0,8422,459,7,0,81,133,0,0,787,0,44,1,713,0,58,43,139,0,3,0,16,25,942,440,19,81,16,0,0,17,10,560,36,48,31,43,0,0,0,7,0,3,0,0,88,0,199,214,0,2,0,0,0,86,0,7
23-Sep-20,12,125,273,147,31,1,2833,0,2,86508,1497,9,49249,1248,2143,11942,6178,1640,6595,12793,2096,118,438,1083,121,3605,7142,940,616,25,612,5055,628,186,719,204,389,33536,651,57,259,358,101,799,1767,182,253,127,2334,3,111,6177,3,98,2339,234,2,258,374,2305,468,74,36,4634,72,363,12,2397,802,561,36,826,12027,1380,974,3372,344,5,750,136,0,37,2,0,81,1906,7102,3650,360,18,160,1087,3,54,42,786,1540,121,568,0,0,36,474,467,125,11,14,75,8497,231,103,0,48,35,14,0,1010,1,72,0,661,12,54,47,130,2,0,9,0,36,819,307,22,56,41,0,0,19,7,616,78,49,0,45,1,0,0,2,0,0,12,0,127,0,320,54,0,9,156,0,0,0,4,3
24-Sep-20,15,114,456,71,10,0,2148,0,3,86052,1313,12,42054,1090,2153,4773,6634,1786,7212,12741,1795,98,553,1002,138,3521,8259,1027,552,16,687,4471,568,0,804,232,310,33281,598,43,265,342,143,798,1639,151,294,83,2536,2,125,5834,0,146,1164,324,6,250,392,2906,385,67,47,4823,0,549,22,2356,691,498,21,1087,12625,1731,1136,3565,235,2,927,121,1,0,0,0,83,1861,6731,6149,419,6,290,1370,4,75,31,721,1383,134,743,1,0,9,706,537,193,22,18,0,8451,369,71,0,40,98,12,0,986,0,176,0,604,0,37,44,141,0,0,10,0,32,491,292,8,77,10,0,0,20,12,514,56,151,0,28,1,0,0,12,0,0,0,0,175,0,269,48,1,7,247,0,0,0,0,22
25-Sep-20,11,61,558,111,17,0,2606,0,3,85362,1207,4,46027,1341,2507,1162,6873,1912,7523,12645,1623,128,540,1008,112,3563,8387,1143,590,6,489,4593,0,354,657,223,359,32817,488,42,296,286,133,566,1629,143,306,156,2764,2,213,5408,0,162,1329,326,5,225,429,2945,475,76,39,4494,83,620,31,2423,899,472,0,786,13467,2234,1587,3833,248,4,950,193,1,0,8,45,75,1480,6555,6235,552,15,255,1400,3,31,29,713,1106,124,833,0,0,8,736,628,135,0,23,110,8395,518,55,0,40,44,2,0,967,1,38,0,486,12,69,0,218,2,0,14,0,24,945,301,24,95,9,0,2,10,13,281,35,81,0,23,0,0,0,6,0,2,3,0,158,0,279,24,0,4,214,0,1,0,1,2
26-Sep-20,20,95,635,82,16,0,1886,1,1,88600,1573,11,49627,1362,1410,13197,6041,1869,7867,13529,1078,74,630,1078,111,3204,5880,1280,758,35,585,4270,0,160,763,212,223,31911,393,47,294,315,130,694,1552,0,332,129,2700,2,136,5287,0,101,1506,248,0,200,328,1981,360,83,22,3874,0,850,29,2719,884,461,53,936,12969,2111,1584,3130,235,3,937,184,0,16,2,0,74,969,7494,5654,478,14,169,1357,3,53,21,868,1275,108,822,0,0,13,705,604,131,0,15,0,8241,647,0,0,62,130,4,0,867,0,25,0,527,0,0,70,164,0,3,0,10,20,824,293,5,83,13,0,0,28,8,491,0,91,0,68,0,123,0,0,1,0,9,0,161,0,196,97,0,2,0,0,0,0,0,0
27-Sep-20,15,50,441,150,24,5,2984,0,22,82170,1351,3,41863,1215,1192,12788,5692,1766,8135,7642,559,71,325,851,104,3362,3436,1012,345,12,586,3481,1543,153,591,190,120,28378,357,35,298,218,63,566,1438,286,320,58,2976,0,126,2671,0,108,766,430,0,234,174,1305,429,46,43,3509,0,431,22,2444,665,403,40,0,11249,1922,1350,2671,122,8,702,158,0,0,7,103,72,1268,7721,5558,265,7,58,1233,0,59,27,341,1407,106,696,0,0,12,677,370,163,0,19,0,8197,708,73,0,45,16,3,0,667,3,36,0,632,0,0,32,244,0,0,0,0,12,390,90,0,115,9,0,0,14,31,640,0,48,15,1,1,0,0,21,0,0,5,0,104,0,255,29,0,1,215,0,0,0,2,0
28-Sep-20,15,38,363,115,4,3,3063,1,14,70589,1513,11,35331,1454,2089,13103,4044,1494,8232,5043,2791,124,167,626,115,3512,1154,1018,437,15,487,4116,607,146,545,48,369,14318,481,67,314,269,54,675,1271,45,337,71,2901,2,136,1840,1,128,218,390,2,227,327,1284,280,14,32,4002,130,734,21,1422,425,455,10,1291,8841,1770,1306,3627,80,7,851,39,1,0,1,0,30,903,7018,5160,231,6,216,935,0,37,19,319,1488,132,762,0,0,17,447,309,153,0,12,0,8142,561,12,0,26,47,27,0,751,0,61,0,612,24,0,18,53,19,0,45,0,21,171,68,12,88,12,0,0,4,10,475,88,0,0,35,0,0,0,0,0,1,10,0,167,3,212,19,0,7,179,0,0,0,0,26
29-Sep-20,27,113,516,101,19,17,1990,0,5,80472,1559,6,38854,2176,1798,14366,7143,1648,8481,7066,3008,134,378,995,124,3677,4989,1105,587,14,574,4724,528,155,739,135,449,13155,449,48,326,416,124,747,1470,112,314,140,3004,1,187,6304,0,38,784,363,2,222,458,1962,234,55,33,4284,0,823,32,2076,688,539,0,1008,11807,1629,1326,4027,225,3,894,99,0,0,1,0,65,903,5147,3412,567,10,276,730,3,97,23,835,1436,127,748,0,0,30,722,322,238,99,7,149,8157,428,28,0,48,15,6,0,837,0,59,1,640,0,260,36,210,4,81,4,0,10,705,374,14,19,4,0,0,1,2,451,28,65,17,53,0,0,0,1,0,6,0,0,147,11,371,55,0,8,172,0,0,81,0,1
30-Sep-20,23,77,553,89,15,1,2396,0,5,86821,1911,2,38726,1660,2503,15241,7108,1851,8945,11320,3274,168,613,1100,119,3582,9049,1257,614,17,442,4691,0,162,759,213,540,32058,434,56,448,354,110,543,2158,191,371,135,3286,12,201,5964,1,58,1298,429,4,227,491,2925,309,78,40,4174,84,1776,95,2470,825,418,63,1308,13477,1691,1552,4069,243,9,848,202,1,0,0,0,72,1767,5839,3054,797,25,286,890,4,63,37,1013,1508,131,669,0,0,12,576,418,74,0,28,124,8121,561,55,0,66,59,7,0,835,0,76,0,784,14,174,18,151,0,0,6,2,20,778,250,14,125,4,0,1,27,23,800,62,119,0,43,4,0,0,0,0,0,0,0,172,0,266,44,0,7,96,0,0,0,1,0
1-Oct-20,19,63,652,260,18,0,2403,1,6,81484,2722,6,45821,1797,2673,7215,6914,2548,9412,11192,3423,191,689,1158,119,3825,7721,1248,494,5,510,4493,0,160,853,234,602,33413,427,79,453,411,120,625,2086,161,388,157,3253,0,153,5558,0,110,1537,442,1,199,532,3503,519,86,41,4317,0,1276,44,2391,854,492,37,1223,14392,1759,1967,4633,280,5,1322,175,1,0,1,0,111,1745,5637,3061,679,25,263,1156,5,44,44,1022,1396,157,657,0,0,17,742,670,73,28,26,0,8137,802,31,0,73,48,4,0,759,0,25,0,730,0,0,48,184,0,0,22,0,18,663,299,3,114,3,0,0,14,13,457,29,101,0,62,0,5,0,3,0,1,5,0,215,0,247,43,0,3,98,0,0,0,0,14
2-Oct-20,10,75,553,287,17,1,2589,0,8,79476,2120,7,47179,1777,2563,1376,6968,2499,9859,11055,3752,187,633,1181,149,3552,7055,1291,411,7,429,4785,0,157,791,333,677,36157,366,57,471,460,131,553,2343,225,402,114,3804,1,126,5293,0,80,950,470,2,205,543,3795,622,123,62,4007,60,549,77,2521,888,481,0,0,14001,1840,2292,4661,226,14,1086,239,3,29,0,0,73,1749,5660,3468,704,9,240,1068,0,67,65,952,1182,159,1041,0,0,17,747,405,149,32,44,174,8172,698,38,0,48,35,1,0,907,5,71,0,890,31,0,35,210,16,0,7,15,21,681,228,6,101,4,0,0,14,15,0,35,97,0,67,0,0,0,0,3,0,6,0,128,0,203,28,0,8,0,0,0,0,0,9
